Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53678.68421368009 0.13939724841074222
Redshift 0.0942202 0 F
Color -0.046467196567619024 0.016156647228646712
X0 0.00038100033524311115 7.198107418439177e-06
X1 -1.7209611745838633 0.15808764624385047
RestFrameMag_0_UX 18.823993818834673 0.0
RestFrameMag_0_B 19.1914834203462 0.020512438197595507
RestFrameMag_0_V 19.230730976946788 0.0
RestFrameMag_0_R 19.237850996798805 0.0
CovDayMaxDayMax 0.01943159286448617 -1
CovDayMaxRestFrameMag_0_B 0.0004995843947700313 -1
CovDayMaxX1 0.006474601209551617 -1
CovDayMaxColor 0.00026797426826327106 -1
CovRestFrameMag_0_BDayMax 0.0004995843947700314 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0004207601208101752 -1
CovRestFrameMag_0_BX1 0.0013465415093404328 -1
CovRestFrameMag_0_BColor 0.00022446031718599983 -1
CovX1DayMax 0.006474601209551619 -1
CovX1RestFrameMag_0_B 0.001346541509340433 -1
CovX1X1 0.02499170389492081 -1
CovX1Color 0.000555674747104811 -1
CovColorDayMax 0.0002679742682632712 -1
CovColorRestFrameMag_0_B 0.00022446031718599988 -1
CovColorX1 0.0005556747471048115 -1
CovColorColor 0.0002610372496709375 -1

dmu_estimate 0.04328305589841337
FirstPhase  -13.995127013824272
LastPhase  23.433094472125436
LatestNegPhase  -1.215298968244153
EarliestPosPhase  1.5109850100645235
NightsNegPhase  8
NightsPosPhase  7

salt3source   1
salt2_version   salt3-f22
